Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2018-05-20,Ana Rosa,-23.5813,-46.6383,23,40,26,12,43,23,38,18,NORMAL
2018-10-05,São Joaquim,-23.5618,-46.6389,48,50,44,23,21,6,2,5,NORMAL
2019-03-21,São Joaquim,-23.5618,-46.6389,37,65,65,15,17,43,18,6,REABASTECER
2018-04-27,São Judas,-23.6255,-46.6411,7,43,2,26,7,34,18,22,REABASTECER
2018-07-27,Vila Mariana,-23.5895,-46.6346,14,41,24,37,4,22,13,12,NORMAL
2019-03-02,Brooklin,-23.6263,-46.6878,55,21,35,20,35,24,8,22,NORMAL
2018-07-12,Campo Belo,-23.6188,-46.6823,21,9,65,33,29,38,15,27,REABASTECER
2019-09-08,Eucaliptos,-23.61,-46.6686,63,50,16,19,34,29,23,32,NORMAL
2019-09-18,Hospital São Paulo,-23.5984,-46.6455,86,21,4,10,35,8,19,9,NORMAL
2018-07-21,Trianon-Masp,-23.5634,-46.6544,39,53,35,25,20,15,40,39,NORMAL
2018-10-28,Consolação,-23.5581,-46.6606,86,62,29,26,37,6,4,43,REABASTECER
2019-12-24,Consolação,-23.5581,-46.6606,86,65,58,32,28,16,43,34,NORMAL
2018-11-22,Tamanduateí,-23.5929,-46.5897,73,38,47,24,23,40,28,20,NORMAL
2019-05-10,Tamanduateí,-23.5929,-46.5897,39,5,36,33,43,23,37,7,NORMAL
2019-12-28,Sé,-23.55,-46.6333,60,17,29,27,34,27,31,12,NORMAL
2019-09-29,Brás,-23.5451,-46.6162,6,45,48,40,26,9,27,43,NORMAL
2018-09-29,Barra Funda,-23.5542,-46.6707,40,11,46,43,19,2,41,28,NORMAL
2018-08-30,Tatuapé,-23.5402,-46.5765,86,34,7,43,8,3,11,13,NORMAL
2019-01-04,Tatuapé,-23.5402,-46.5765,24,11,54,28,15,38,16,19,NORMAL
2019-01-28,República,-23.5436,-46.6434,10,19,36,2,38,25,28,28,NORMAL
2019-09-01,República,-23.5436,-46.6434,62,26,65,43,30,10,12,25,NORMAL
2019-09-14,República,-23.5436,-46.6434,26,13,38,24,15,7,2,16,NORMAL
2018-08-25,Higienópolis-Mackenzie,-23.5488,-46.6519,79,47,36,29,43,38,4,38,REABASTECER
2019-10-21,Higienópolis-Mackenzie,-23.5488,-46.6519,65,18,13,43,12,34,43,24,NORMAL
2019-02-11,Pinheiros,-23.5664,-46.703,24,35,22,18,43,25,32,28,NORMAL
2018-11-09,Fradique Coutinho,-23.5661,-46.6841,41,18,40,19,35,34,17,19,NORMAL
2018-02-14,São Judas,-23.6255,-46.6411,18,21,30,11,38,34,31,22,NORMAL
2018-07-19,São Judas,-23.6255,-46.6411,86,32,16,23,27,41,21,36,NORMAL
2018-09-30,São Judas,-23.6255,-46.6411,71,65,52,15,13,28,37,8,NORMAL
2018-12-06,Vila Mariana,-23.5895,-46.6346,26,47,55,19,6,14,43,27,REABASTECER
2018-09-04,Campo Belo,-23.6188,-46.6823,20,45,22,15,39,26,39,31,NORMAL
2018-04-13,Eucaliptos,-23.61,-46.6686,46,43,41,24,19,42,13,15,NORMAL
2018-09-26,Eucaliptos,-23.61,-46.6686,43,21,9,35,25,25,9,11,REABASTECER
2019-06-13,Trianon-Masp,-23.5634,-46.6544,86,65,38,34,7,9,38,43,NORMAL
2019-09-22,Trianon-Masp,-23.5634,-46.6544,72,54,9,26,24,4,11,21,NORMAL
2018-10-26,Consolação,-23.5581,-46.6606,23,6,38,34,43,9,12,7,NORMAL
2019-09-18,Tamanduateí,-23.5929,-46.5897,18,47,48,19,36,10,3,4,NORMAL
2018-01-18,Sé,-23.55,-46.6333,86,32,12,27,18,31,23,21,NORMAL
2019-01-25,Sé,-23.55,-46.6333,23,44,65,18,15,4,28,43,NORMAL
2018-12-01,Brás,-23.5451,-46.6162,32,54,16,30,43,13,32,41,NORMAL
2019-03-07,Brás,-23.5451,-46.6162,35,42,1,33,5,32,24,6,REABASTECER
2019-06-06,Brás,-23.5451,-46.6162,18,43,41,15,22,16,43,9,NORMAL
2019-10-08,Brás,-23.5451,-46.6162,86,52,42,18,33,18,24,9,NORMAL
2018-03-06,Barra Funda,-23.5542,-46.6707,33,14,13,33,29,26,29,36,NORMAL
2019-06-22,República,-23.5436,-46.6434,58,13,6,23,12,29,32,17,REABASTECER
2018-09-03,Pinheiros,-23.5664,-46.703,47,20,4,19,19,24,26,37,REABASTECER
2018-09-23,Butantã,-23.5844,-46.7252,77,7,30,43,31,19,23,23,REABASTECER
2019-09-29,Butantã,-23.5844,-46.7252,66,15,25,39,24,23,37,20,NORMAL
2018-03-16,Fradique Coutinho,-23.5661,-46.6841,47,40,60,6,39,39,34,11,NORMAL
2019-04-10,Fradique Coutinho,-23.5661,-46.6841,51,20,32,35,9,16,43,15,NORMAL
2018-02-13,Luz,-23.5365,-46.6332,5,63,30,12,31,41,39,38,NORMAL
2019-09-24,Ana Rosa,-23.5813,-46.6383,62,14,2,14,18,25,7,23,REABASTECER
2018-10-23,São Joaquim,-23.5618,-46.6389,31,14,42,23,32,29,8,22,NORMAL
2018-06-18,Vila Mariana,-23.5895,-46.6346,38,65,31,15,43,27,40,38,NORMAL
2018-07-15,Vila Mariana,-23.5895,-46.6346,44,45,36,43,8,13,23,11,NORMAL
2019-08-18,Campo Belo,-23.6188,-46.6823,86,48,46,10,32,24,43,12,NORMAL
2019-10-29,Campo Belo,-23.6188,-46.6823,15,10,11,4,4,29,13,30,REABASTECER
2018-05-19,Eucaliptos,-23.61,-46.6686,46,3,51,29,41,8,10,40,REABASTECER
2019-06-17,Brooklin,-23.6263,-46.6878,64,57,61,26,28,35,19,17,NORMAL
2018-09-24,Eucaliptos,-23.61,-46.6686,62,33,23,42,32,34,16,17,NORMAL
2018-09-25,Eucaliptos,-23.61,-46.6686,53,28,13,41,30,30,14,13,NORMAL
2019-05-01,Eucaliptos,-23.61,-46.6686,73,65,46,13,9,43,32,21,NORMAL
2019-12-28,Hospital São Paulo,-23.5984,-46.6455,34,50,9,28,15,16,43,32,NORMAL
2018-04-29,Paraíso,-23.57677,-46.63933,43,5,22,24,20,7,43,37,REABASTECER
2019-02-22,Paraíso,-23.57677,-46.63933,23,47,57,34,28,17,35,16,NORMAL
2018-12-15,Trianon-Masp,-23.5634,-46.6544,6,29,26,12,35,43,40,34,REABASTECER
2019-09-06,Consolação,-23.5581,-46.6606,36,18,2,40,25,25,6,12,REABASTECER
2019-11-04,Consolação,-23.5581,-46.6606,52,55,61,36,3,4,18,17,REABASTECER
2019-02-23,Sé,-23.55,-46.6333,17,11,5,1,32,39,2,21,REABASTECER
2019-03-22,Sé,-23.55,-46.6333,6,40,65,36,31,40,14,26,REABASTECER
2019-12-24,Sé,-23.55,-46.6333,9,37,61,35,9,37,7,25,REABASTECER
2018-03-29,Brás,-23.5451,-46.6162,56,23,45,22,43,26,24,23,NORMAL
2019-05-18,Brás,-23.5451,-46.6162,15,37,37,36,43,31,22,39,NORMAL
2019-09-01,Barra Funda,-23.5542,-46.6707,45,51,56,15,43,37,28,18,NORMAL
2019-04-18,Tatuapé,-23.5402,-46.5765,22,62,15,14,15,8,29,13,NORMAL
2019-01-04,Higienópolis-Mackenzie,-23.5488,-46.6519,43,10,41,9,23,43,32,4,REABASTECER
2018-07-23,Faria Lima,-23.5675,-46.6929,52,22,24,32,21,30,43,8,NORMAL
2019-03-28,Faria Lima,-23.5675,-46.6929,9,21,17,7,18,43,43,34,NORMAL
2018-01-12,Butantã,-23.5844,-46.7252,54,55,48,13,40,16,39,43,NORMAL
2019-09-06,Butantã,-23.5844,-46.7252,42,33,49,12,6,18,2,28,REABASTECER
2019-03-11,Fradique Coutinho,-23.5661,-46.6841,86,52,27,28,33,36,37,35,NORMAL
2019-06-30,Luz,-23.5365,-46.6332,58,65,39,38,37,12,24,5,NORMAL
2018-05-28,Ana Rosa,-23.5813,-46.6383,27,59,35,29,10,6,6,24,REABASTECER
2018-07-13,Ana Rosa,-23.5813,-46.6383,30,62,45,35,11,42,43,20,NORMAL
2019-07-06,Ana Rosa,-23.5813,-46.6383,20,51,30,41,27,9,11,18,NORMAL
2019-10-05,São Joaquim,-23.5618,-46.6389,69,16,50,37,9,28,37,10,NORMAL
2019-11-12,São Joaquim,-23.5618,-46.6389,67,42,36,2,28,39,11,14,REABASTECER
2018-08-04,Vila Mariana,-23.5895,-46.6346,37,62,42,15,16,34,23,29,NORMAL
2019-07-08,Vila Mariana,-23.5895,-46.6346,50,52,28,31,11,2,11,25,REABASTECER
2018-02-18,Brigadeiro,-23.5683,-46.6482,51,48,65,39,37,23,19,39,NORMAL
2018-06-14,Brigadeiro,-23.5683,-46.6482,29,10,65,39,40,18,39,39,NORMAL
2018-11-02,Tamanduateí,-23.5929,-46.5897,86,15,65,43,17,9,21,11,NORMAL
2019-02-08,Tamanduateí,-23.5929,-46.5897,25,59,26,43,29,18,21,20,NORMAL
2019-09-16,Tamanduateí,-23.5929,-46.5897,38,65,65,24,43,11,14,15,NORMAL
2019-11-05,Sé,-23.55,-46.6333,48,24,50,36,35,27,40,7,NORMAL
2018-04-17,Tatuapé,-23.5402,-46.5765,75,52,37,15,43,37,26,39,NORMAL
2018-07-07,Faria Lima,-23.5675,-46.6929,29,49,8,26,6,42,30,34,REABASTECER
2018-08-11,Pinheiros,-23.5664,-46.703,76,40,22,13,22,43,22,40,NORMAL
2019-11-19,Pinheiros,-23.5664,-46.703,56,18,59,28,14,21,13,30,NORMAL
2019-12-12,Luz,-23.5365,-46.6332,49,33,43,18,14,16,31,8,NORMAL
2019-01-28,São Joaquim,-23.5618,-46.6389,42,3,65,26,25,36,12,39,REABASTECER
2019-07-01,Brooklin,-23.6263,-46.6878,4,29,40,27,15,35,43,41,REABASTECER
2018-03-13,Vila Mariana,-23.5895,-46.6346,86,13,25,36,31,28,25,11,NORMAL
2018-10-11,Vila Mariana,-23.5895,-46.6346,33,57,49,38,12,7,12,30,NORMAL
2019-03-26,Vila Mariana,-23.5895,-46.6346,8,46,33,28,32,37,32,24,REABASTECER
2018-04-10,Brooklin,-23.6263,-46.6878,86,35,4,25,6,40,10,43,NORMAL
2018-08-17,Brooklin,-23.6263,-46.6878,68,44,22,17,8,15,32,2,REABASTECER
2019-04-18,Brooklin,-23.6263,-46.6878,33,12,61,20,31,42,30,8,NORMAL
2018-05-04,Eucaliptos,-23.61,-46.6686,27,45,28,37,23,16,19,16,NORMAL
2019-11-16,Hospital São Paulo,-23.5984,-46.6455,12,29,24,40,29,28,37,19,REABASTECER
2018-08-21,Paraíso,-23.57677,-46.63933,74,32,38,43,9,24,28,16,NORMAL
2019-02-26,Brigadeiro,-23.5683,-46.6482,27,16,26,19,11,39,34,31,NORMAL
2019-09-25,Brigadeiro,-23.5683,-46.6482,75,26,25,23,7,4,32,8,NORMAL
2019-10-16,Brigadeiro,-23.5683,-46.6482,24,38,9,43,16,24,36,11,REABASTECER
2018-03-03,Trianon-Masp,-23.5634,-46.6544,7,1,25,34,18,24,2,11,REABASTECER
2018-04-29,Consolação,-23.5581,-46.6606,34,34,41,29,37,20,28,22,NORMAL
2019-06-18,Tamanduateí,-23.5929,-46.5897,16,28,27,43,12,41,13,41,NORMAL
2019-09-04,Tamanduateí,-23.5929,-46.5897,70,25,21,23,10,43,14,28,NORMAL
2018-01-20,Sé,-23.55,-46.6333,65,16,65,21,10,25,15,13,NORMAL
2018-10-23,Brás,-23.5451,-46.6162,67,24,8,43,43,41,17,20,NORMAL
2019-03-15,Brás,-23.5451,-46.6162,44,4,23,3,9,6,32,23,REABASTECER
2018-04-03,Barra Funda,-23.5542,-46.6707,42,44,17,27,8,43,40,8,NORMAL
2018-01-14,Tatuapé,-23.5402,-46.5765,45,41,44,15,28,7,32,37,NORMAL
2018-07-20,Tatuapé,-23.5402,-46.5765,44,8,20,38,39,6,43,14,NORMAL
2019-08-13,Sé,-23.55,-46.6333,73,45,39,21,6,26,34,43,REABASTECER
2018-06-08,Brás,-23.5451,-46.6162,23,54,31,12,39,38,39,4,NORMAL
2019-05-14,Brás,-23.5451,-46.6162,51,58,65,2,17,41,41,16,REABASTECER
2018-02-27,Barra Funda,-23.5542,-46.6707,40,59,15,14,22,10,21,32,NORMAL
2018-03-24,República,-23.5436,-46.6434,54,51,33,37,43,39,10,10,NORMAL
2019-05-02,República,-23.5436,-46.6434,47,38,36,16,5,30,28,7,REABASTECER
2019-02-08,Higienópolis-Mackenzie,-23.5488,-46.6519,37,13,15,23,43,33,26,43,NORMAL
2019-12-10,Higienópolis-Mackenzie,-23.5488,-46.6519,16,65,65,5,26,6,17,32,REABASTECER
2019-04-29,Fradique Coutinho,-23.5661,-46.6841,47,47,45,27,16,32,17,21,NORMAL
2018-01-01,Ana Rosa,-23.5813,-46.6383,86,65,65,43,43,43,43,43,NORMAL
2018-11-08,São Joaquim,-23.5618,-46.6389,65,55,65,10,9,17,43,43,NORMAL
2019-03-25,São Joaquim,-23.5618,-46.6389,86,39,34,43,41,33,4,30,NORMAL
2019-11-04,São Judas,-23.6255,-46.6411,17,23,39,33,43,43,43,41,NORMAL
2019-12-16,São Judas,-23.6255,-46.6411,51,41,30,38,10,15,43,6,NORMAL
2018-12-29,Vila Mariana,-23.5895,-46.6346,72,38,34,17,43,30,34,24,NORMAL
2018-08-03,Brooklin,-23.6263,-46.6878,23,3,59,15,24,18,2,20,NORMAL
2018-11-18,Paraíso,-23.57677,-46.63933,64,39,38,27,37,43,23,43,NORMAL
2018-07-29,Brigadeiro,-23.5683,-46.6482,38,47,22,23,27,15,19,27,NORMAL
2019-05-20,Brigadeiro,-23.5683,-46.6482,71,36,27,43,5,37,43,40,REABASTECER
2018-03-13,Consolação,-23.5581,-46.6606,75,15,28,43,20,37,27,41,NORMAL
2018-09-25,Consolação,-23.5581,-46.6606,86,51,46,38,38,18,2,36,REABASTECER
2019-01-23,Consolação,-23.5581,-46.6606,55,65,65,19,24,25,9,40,NORMAL
2019-11-19,São Judas,-23.6255,-46.6411,44,59,3,35,32,42,26,21,NORMAL
2018-07-29,Brooklin,-23.6263,-46.6878,63,28,23,26,43,24,22,34,NORMAL
2019-12-06,Campo Belo,-23.6188,-46.6823,11,49,15,15,24,16,43,10,REABASTECER
2018-07-13,Eucaliptos,-23.61,-46.6686,86,11,8,43,34,13,43,13,NORMAL
2018-08-27,Eucaliptos,-23.61,-46.6686,76,8,18,27,17,31,41,39,REABASTECER
2019-08-28,Eucaliptos,-23.61,-46.6686,78,50,21,14,31,6,26,35,REABASTECER
2018-10-17,Moema,-23.5489,-46.6388,31,11,65,23,34,34,40,11,NORMAL
2018-10-25,Moema,-23.5489,-46.6388,38,32,13,39,4,11,8,30,REABASTECER
2019-10-01,Hospital São Paulo,-23.5984,-46.6455,53,49,65,39,28,8,43,43,NORMAL
2019-05-16,Brigadeiro,-23.5683,-46.6482,17,65,58,12,21,8,15,16,NORMAL
2018-09-25,Trianon-Masp,-23.5634,-46.6544,22,41,43,20,27,35,43,30,NORMAL
2019-05-29,Trianon-Masp,-23.5634,-46.6544,46,32,6,33,20,6,6,15,REABASTECER
2019-07-02,Trianon-Masp,-23.5634,-46.6544,77,9,39,18,3,15,43,15,REABASTECER
2018-02-07,Consolação,-23.5581,-46.6606,86,24,1,32,31,25,11,34,REABASTECER
2018-08-26,Consolação,-23.5581,-46.6606,9,15,65,5,20,10,41,33,NORMAL
2018-12-01,Consolação,-23.5581,-46.6606,31,65,18,43,34,37,43,1,REABASTECER
2019-04-28,Consolação,-23.5581,-46.6606,10,54,51,19,7,21,36,10,REABASTECER
2018-01-05,Tamanduateí,-23.5929,-46.5897,41,46,37,32,27,26,26,28,NORMAL
2019-02-04,Tamanduateí,-23.5929,-46.5897,64,18,52,13,39,40,35,33,NORMAL
2019-02-12,Tamanduateí,-23.5929,-46.5897,65,36,65,32,13,5,9,7,REABASTECER
2019-05-16,Tamanduateí,-23.5929,-46.5897,71,30,57,10,18,16,14,25,NORMAL
2019-10-03,Tamanduateí,-23.5929,-46.5897,42,8,7,18,16,10,32,31,NORMAL
2018-08-16,Sé,-23.55,-46.6333,65,42,9,34,22,35,37,7,REABASTECER
2019-10-15,Sé,-23.55,-46.6333,54,18,65,25,22,7,40,43,NORMAL
2018-06-22,Brás,-23.5451,-46.6162,67,27,7,15,25,34,25,33,REABASTECER
2019-09-03,Barra Funda,-23.5542,-46.6707,19,36,46,7,38,31,21,12,NORMAL
2018-04-21,Tatuapé,-23.5402,-46.5765,35,21,4,1,28,20,6,19,REABASTECER
2018-07-23,República,-23.5436,-46.6434,78,47,7,22,3,22,20,12,NORMAL
2018-09-05,República,-23.5436,-46.6434,18,11,37,36,13,20,35,32,NORMAL
2019-05-25,República,-23.5436,-46.6434,86,52,65,20,34,43,16,5,REABASTECER
2018-05-17,Higienópolis-Mackenzie,-23.5488,-46.6519,18,65,47,25,7,15,34,43,NORMAL
2019-10-22,Higienópolis-Mackenzie,-23.5488,-46.6519,54,12,7,42,7,33,40,22,NORMAL
2019-11-13,Higienópolis-Mackenzie,-23.5488,-46.6519,24,17,59,6,13,4,33,16,REABASTECER
2018-04-28,Eucaliptos,-23.61,-46.6686,75,20,3,19,43,36,43,43,REABASTECER
2019-08-27,Eucaliptos,-23.61,-46.6686,86,55,27,19,33,8,32,40,NORMAL
2018-09-23,Brigadeiro,-23.5683,-46.6482,41,46,48,25,6,27,13,19,REABASTECER
2018-02-21,Trianon-Masp,-23.5634,-46.6544,35,12,42,22,23,12,7,13,NORMAL
2019-02-19,Fradique Coutinho,-23.5661,-46.6841,44,53,48,19,30,7,43,29,NORMAL
2018-05-25,Luz,-23.5365,-46.6332,26,44,48,34,13,27,21,18,NORMAL
2019-09-02,Ana Rosa,-23.5813,-46.6383,7,13,28,31,23,12,9,34,REABASTECER
2019-08-10,São Joaquim,-23.5618,-46.6389,73,16,47,8,20,14,7,23,NORMAL
2019-10-26,São Joaquim,-23.5618,-46.6389,42,56,15,5,43,6,35,39,NORMAL
2018-05-24,Brooklin,-23.6263,-46.6878,6,42,14,27,31,43,28,36,REABASTECER
2019-08-10,Brooklin,-23.6263,-46.6878,55,54,44,40,29,28,16,3,REABASTECER
2019-10-01,Campo Belo,-23.6188,-46.6823,19,41,17,13,25,25,39,19,NORMAL
2018-12-29,Eucaliptos,-23.61,-46.6686,66,10,37,4,22,43,43,5,REABASTECER
2018-06-07,Moema,-23.5489,-46.6388,22,52,55,32,11,39,41,18,NORMAL
2018-10-29,Brigadeiro,-23.5683,-46.6482,31,55,58,8,31,24,39,14,NORMAL
2019-08-25,Brigadeiro,-23.5683,-46.6482,7,65,25,4,33,15,19,36,REABASTECER
2019-11-15,Brigadeiro,-23.5683,-46.6482,3,46,50,9,39,21,11,11,REABASTECER
2019-08-28,Trianon-Masp,-23.5634,-46.6544,37,62,42,18,32,20,36,35,NORMAL
2019-04-12,Consolação,-23.5581,-46.6606,76,14,36,20,27,29,13,32,NORMAL
2018-02-27,Sé,-23.55,-46.6333,42,52,65,38,9,18,2,34,REABASTECER
2019-02-16,Sé,-23.55,-46.6333,9,55,50,16,17,10,29,1,NORMAL
2019-10-18,Brás,-23.5451,-46.6162,74,65,39,35,38,34,27,12,NORMAL
2018-06-24,República,-23.5436,-46.6434,30,40,16,18,38,42,22,39,NORMAL
2018-12-02,República,-23.5436,-46.6434,31,28,65,24,10,43,26,6,REABASTECER
2019-05-18,Higienópolis-Mackenzie,-23.5488,-46.6519,6,11,65,9,24,21,28,11,NORMAL
2019-11-07,Faria Lima,-23.5675,-46.6929,6,32,65,12,38,21,16,43,REABASTECER
2018-03-25,Vila Mariana,-23.5895,-46.6346,58,15,4,40,17,28,19,8,REABASTECER
2018-05-11,Vila Mariana,-23.5895,-46.6346,45,47,10,30,18,18,19,30,NORMAL
2018-11-02,Vila Mariana,-23.5895,-46.6346,86,57,38,30,10,38,12,25,NORMAL
2018-12-23,Vila Mariana,-23.5895,-46.6346,31,14,15,27,26,7,11,2,NORMAL
2019-03-01,Vila Mariana,-23.5895,-46.6346,73,46,6,13,43,22,43,35,REABASTECER
2018-01-01,Brooklin,-23.6263,-46.6878,86,65,65,43,43,43,43,43,NORMAL
2018-03-16,Brooklin,-23.6263,-46.6878,52,47,61,39,9,24,24,7,NORMAL
2018-03-17,Brooklin,-23.6263,-46.6878,45,44,51,38,3,24,21,5,REABASTECER
2018-04-25,Brooklin,-23.6263,-46.6878,36,18,27,25,24,5,32,19,REABASTECER
2018-08-26,Brooklin,-23.6263,-46.6878,62,44,13,34,11,19,43,11,NORMAL
2019-02-21,Brooklin,-23.6263,-46.6878,86,19,39,10,35,19,9,22,NORMAL
2019-10-22,Brooklin,-23.6263,-46.6878,32,42,37,15,38,13,16,19,NORMAL
2019-08-11,Campo Belo,-23.6188,-46.6823,66,20,33,19,10,14,25,38,NORMAL
2018-03-10,Eucaliptos,-23.61,-46.6686,20,30,65,35,18,38,13,24,NORMAL
2018-06-07,Eucaliptos,-23.61,-46.6686,36,34,65,25,7,32,12,7,NORMAL
2018-06-24,Eucaliptos,-23.61,-46.6686,34,47,11,5,21,20,32,18,REABASTECER
2018-09-30,Paraíso,-23.57677,-46.63933,21,63,41,28,20,13,43,30,NORMAL
2018-02-16,Brigadeiro,-23.5683,-46.6482,75,65,13,5,43,30,27,43,REABASTECER
2018-06-08,Trianon-Masp,-23.5634,-46.6544,86,10,16,33,8,12,38,43,NORMAL
2019-03-19,Trianon-Masp,-23.5634,-46.6544,24,50,41,13,38,16,27,14,NORMAL
2018-08-01,Consolação,-23.5581,-46.6606,79,53,35,32,32,14,8,5,REABASTECER
2019-03-22,Consolação,-23.5581,-46.6606,1,13,48,43,26,5,12,29,REABASTECER
2019-11-08,Consolação,-23.5581,-46.6606,10,21,38,22,29,32,5,43,REABASTECER
2018-12-14,Tamanduateí,-23.5929,-46.5897,36,44,21,8,12,43,22,20,NORMAL
2019-08-08,Tamanduateí,-23.5929,-46.5897,50,56,56,19,43,30,28,11,NORMAL
2018-04-20,Sé,-23.55,-46.6333,59,11,46,2,8,13,43,34,REABASTECER
2018-05-14,Sé,-23.55,-46.6333,8,7,10,12,43,12,34,31,REABASTECER
2018-09-28,Sé,-23.55,-46.6333,86,59,23,24,29,32,43,34,NORMAL
2018-10-27,Brás,-23.5451,-46.6162,25,8,45,31,24,25,41,43,NORMAL
2019-03-25,Brás,-23.5451,-46.6162,31,10,18,30,14,24,37,30,NORMAL
2019-04-18,Brás,-23.5451,-46.6162,55,7,44,43,43,36,29,35,REABASTECER
2018-08-24,Barra Funda,-23.5542,-46.6707,28,44,18,35,28,32,5,1,NORMAL
2019-08-15,Barra Funda,-23.5542,-46.6707,32,21,28,12,31,34,43,41,NORMAL
2018-10-08,Tatuapé,-23.5402,-46.5765,86,65,55,3,19,41,24,43,REABASTECER
2018-10-21,Tatuapé,-23.5402,-46.5765,50,50,41,6,13,15,13,35,NORMAL
2018-10-24,Tatuapé,-23.5402,-46.5765,16,40,19,40,43,43,5,27,NORMAL
2018-12-11,Tatuapé,-23.5402,-46.5765,56,27,14,33,27,23,25,19,NORMAL
2019-02-11,República,-23.5436,-46.6434,68,65,25,43,22,24,21,24,NORMAL
2019-07-11,República,-23.5436,-46.6434,46,30,4,43,24,6,43,28,REABASTECER
2018-05-15,Higienópolis-Mackenzie,-23.5488,-46.6519,35,10,65,32,17,24,40,9,NORMAL
2019-10-19,Faria Lima,-23.5675,-46.6929,79,1,50,19,25,26,43,25,NORMAL
2018-12-27,Butantã,-23.5844,-46.7252,29,11,19,17,43,21,36,43,NORMAL
2019-04-16,Butantã,-23.5844,-46.7252,14,34,65,34,18,14,12,33,NORMAL
2019-08-24,Butantã,-23.5844,-46.7252,79,24,5,42,18,7,4,31,NORMAL
2019-09-26,Butantã,-23.5844,-46.7252,8,37,45,7,39,25,10,32,REABASTECER
2018-12-27,Fradique Coutinho,-23.5661,-46.6841,68,13,17,11,22,8,37,25,NORMAL
2019-12-20,Fradique Coutinho,-23.5661,-46.6841,30,46,4,35,15,7,15,11,REABASTECER
2018-03-12,Luz,-23.5365,-46.6332,75,18,28,8,36,24,15,12,NORMAL
2019-03-15,Luz,-23.5365,-46.6332,27,18,8,43,26,18,22,20,REABASTECER
2019-05-10,Luz,-23.5365,-46.6332,11,30,36,3,30,18,14,38,NORMAL
2019-10-19,Tamanduateí,-23.5929,-46.5897,57,37,14,5,36,36,15,11,NORMAL
2019-09-09,Sé,-23.55,-46.6333,73,29,57,36,30,33,11,20,NORMAL
2018-04-25,Barra Funda,-23.5542,-46.6707,79,49,65,6,13,13,43,7,REABASTECER
2018-06-09,Barra Funda,-23.5542,-46.6707,73,30,7,21,5,37,10,6,NORMAL
2019-02-12,Barra Funda,-23.5542,-46.6707,65,28,59,27,43,8,9,12,NORMAL
2019-06-29,Barra Funda,-23.5542,-46.6707,36,39,10,16,10,28,19,43,NORMAL
2018-09-27,Tatuapé,-23.5402,-46.5765,7,58,14,43,21,36,20,34,NORMAL
2019-04-15,Tatuapé,-23.5402,-46.5765,54,13,39,21,26,17,39,27,NORMAL
2019-07-25,Tatuapé,-23.5402,-46.5765,0,46,34,43,18,14,7,41,REABASTECER
2018-04-14,Higienópolis-Mackenzie,-23.5488,-46.6519,7,14,28,43,19,35,43,7,NORMAL
2018-08-15,Higienópolis-Mackenzie,-23.5488,-46.6519,86,43,37,11,43,32,39,31,NORMAL
2019-07-12,Higienópolis-Mackenzie,-23.5488,-46.6519,86,65,65,32,12,11,11,15,NORMAL
2018-02-20,Faria Lima,-23.5675,-46.6929,52,47,51,28,4,21,11,28,NORMAL
2019-04-15,Faria Lima,-23.5675,-46.6929,32,40,20,34,36,25,25,13,NORMAL
2018-12-23,Pinheiros,-23.5664,-46.703,78,65,29,9,21,31,5,12,REABASTECER
2019-01-11,Butantã,-23.5844,-46.7252,60,65,59,20,27,30,28,31,NORMAL
2019-09-17,Butantã,-23.5844,-46.7252,14,22,39,33,37,19,1,25,NORMAL
2019-07-27,Fradique Coutinho,-23.5661,-46.6841,45,45,48,15,8,5,9,35,NORMAL
2019-03-18,Ana Rosa,-23.5813,-46.6383,17,3,18,24,25,43,25,27,REABASTECER
2018-03-12,São Joaquim,-23.5618,-46.6389,8,6,13,11,12,26,11,28,REABASTECER
2018-06-02,São Judas,-23.6255,-46.6411,14,8,17,7,40,16,19,10,NORMAL
2018-12-02,São Judas,-23.6255,-46.6411,76,9,11,28,9,14,11,12,NORMAL
2018-06-10,Vila Mariana,-23.5895,-46.6346,29,55,20,37,34,7,25,30,NORMAL
2019-02-07,Vila Mariana,-23.5895,-46.6346,58,65,46,33,23,23,14,41,NORMAL
2019-04-14,Vila Mariana,-23.5895,-46.6346,6,57,49,4,9,24,3,43,REABASTECER
2019-04-11,Brooklin,-23.6263,-46.6878,16,6,37,43,15,18,18,30,REABASTECER
2019-11-09,Campo Belo,-23.6188,-46.6823,11,13,11,16,5,41,18,32,REABASTECER
2019-08-13,Eucaliptos,-23.61,-46.6686,50,12,49,20,41,43,3,9,REABASTECER
2019-11-09,Eucaliptos,-23.61,-46.6686,4,16,15,41,14,1,23,25,REABASTECER
2018-04-20,Barra Funda,-23.5542,-46.6707,37,18,35,17,27,35,15,27,NORMAL
2019-09-28,Tatuapé,-23.5402,-46.5765,40,32,6,13,15,43,43,6,NORMAL
2018-07-19,Higienópolis-Mackenzie,-23.5488,-46.6519,5,2,14,39,15,29,11,4,NORMAL
2019-10-03,Higienópolis-Mackenzie,-23.5488,-46.6519,71,55,8,5,5,39,23,10,REABASTECER
2019-11-25,Faria Lima,-23.5675,-46.6929,23,37,7,37,4,40,21,14,NORMAL
2019-02-22,Butantã,-23.5844,-46.7252,8,19,41,19,23,34,14,32,NORMAL
